,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,In_nascent_v0,keyword,IsGRO-seq (TRUE or FALSE),keyword
SRR5099696,10/30/17 19:11,12/19/16 16:41,29673521,2800789006,0,94,1277,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099696,SRX2416452,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854018,SAMN06132999,simple,9615,Canis lupus familiaris,GSM2425153,,,,,,,no,,,,,GEO,SRA502510,,public,B7D08F8998A7BD285A7C5CE6EB60FD17,759D2B240F45DCDABB662ACB5C86AB92,FALSE,,,
SRR5099697,10/30/17 19:11,12/19/16 16:42,37756515,3593971837,0,95,1636,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099697,SRX2416453,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854019,SAMN06132955,simple,9615,Canis lupus familiaris,GSM2425154,,,,,,,no,,,,,GEO,SRA502510,,public,B6E043A36DEB3996AE6CF3922A9CD7E3,5529280E6FC0A26C7187D06B589C9555,FALSE,,,
SRR5099698,10/30/17 19:11,12/19/16 16:46,36322955,3429112883,0,94,1573,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099698,SRX2416454,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854020,SAMN06132954,simple,9615,Canis lupus familiaris,GSM2425155,,,,,,,no,,,,,GEO,SRA502510,,public,875B0F56B79144B75FEB659AB08BA4E9,9B46D960388822249292B66487D9F04B,FALSE,,,
SRR5099699,10/30/17 19:11,12/19/16 17:00,50980722,4893370921,0,95,2260,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099699,SRX2416455,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854021,SAMN06132953,simple,9615,Canis lupus familiaris,GSM2425156,,,,,,,no,,,,,GEO,SRA502510,,public,C60D2AD3EAEB1854F93787E4AB25075F,40778CA3E09E16E44C65E9B5D9592214,FALSE,,,
SRR5099700,10/30/17 19:11,12/13/16 14:34,33616988,3075792684,0,91,1429,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099700,SRX2416456,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854022,SAMN06132952,simple,9615,Canis lupus familiaris,GSM2425157,,,,,,,no,,,,,GEO,SRA502510,,public,75B71A252A986957527A6DBB0A774DBB,640CCC303DCE6B43D59E7B4747202ABA,FALSE,,,
SRR5099701,10/30/17 19:11,12/19/16 16:40,22896092,2121120401,0,92,971,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099701,SRX2416457,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854023,SAMN06132949,simple,9615,Canis lupus familiaris,GSM2425158,,,,,,,no,,,,,GEO,SRA502510,,public,E63414110247EE11A7AF9C2F1D8B3D53,74F763E775ACE1735FC07306574B6F1B,FALSE,,,
SRR5099702,10/30/17 19:11,12/19/16 16:54,58709071,5627362232,0,95,2430,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099702,SRX2416458,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854024,SAMN06132948,simple,9615,Canis lupus familiaris,GSM2425159,,,,,,,no,,,,,GEO,SRA502510,,public,1C9D1FE6CFBAC7C40B9F97FA0348124E,F19B1CE1012ED307B849503BC000D08C,FALSE,,,
SRR5099703,10/30/17 19:11,12/19/16 16:51,52969412,5051510052,0,95,2142,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099703,SRX2416459,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854025,SAMN06133049,simple,9615,Canis lupus familiaris,GSM2425160,,,,,,,no,,,,,GEO,SRA502510,,public,AB7F23F911242B9C34FB02FEDDFB9D40,3A5C69BFC9946FB8C7085BC3F53623F1,FALSE,,,
SRR5099704,10/30/17 19:11,12/19/16 16:40,29177330,2816509268,0,96,1180,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099704,SRX2416460,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854026,SAMN06133048,simple,9615,Canis lupus familiaris,GSM2425161,,,,,,,no,,,,,GEO,SRA502510,,public,96C5DADD22CC463E4D4E63B6EB899BE1,A8B3C0C97525A5D838ABC6529DD9B525,FALSE,,,
SRR5099705,10/30/17 19:11,12/19/16 16:45,43915092,4089411485,0,93,1747,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099705,SRX2416461,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP094969,PRJNA357092,2,357092,SRS1854027,SAMN06133047,simple,9615,Canis lupus familiaris,GSM2425162,,,,,,,no,,,,,GEO,SRA502510,,public,05DB6201C6E8CB5477D197C97EE2B5EA,CFB6DB29F59FB123421874938379C99A,FALSE,,,
SRR5099706,10/30/17 19:11,12/19/16 16:41,16741539,1250821745,0,74,249,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099706,SRX2416462,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854028,SAMN06133046,simple,9615,Canis lupus familiaris,GSM2425163,,,,,,,no,,,,,GEO,SRA502510,,public,DDCDAFA6FF91DBA5EE9B377AA764A8E4,943AE29273AF007EF34415419AF74FBF,FALSE,,,
SRR5099707,10/30/17 19:11,12/19/16 16:51,14665649,1095640634,0,74,220,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099707,SRX2416463,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854029,SAMN06133045,simple,9615,Canis lupus familiaris,GSM2425164,,,,,,,no,,,,,GEO,SRA502510,,public,BEA29DD476ED692699EC01403B71E148,6632EB0C1929EE2B2E23B9D2920E665B,FALSE,,,
SRR5099708,10/30/17 19:11,12/19/16 16:39,15921339,1189418170,0,74,232,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099708,SRX2416464,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854030,SAMN06133044,simple,9615,Canis lupus familiaris,GSM2425165,,,,,,,no,,,,,GEO,SRA502510,,public,CF07C244CCE177A7D3D902634F5DFD17,91FAA1FFC76872DC4523D4893E64523E,FALSE,,,
SRR5099709,10/30/17 19:11,12/19/16 16:39,17834219,1332187154,0,74,263,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099709,SRX2416465,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854031,SAMN06133043,simple,9615,Canis lupus familiaris,GSM2425166,,,,,,,no,,,,,GEO,SRA502510,,public,9DB523DEADEC4E4B886C946D23BB23AB,DF23B0BD863D1699F9437D33141C7B1F,FALSE,,,
SRR5099710,10/30/17 19:11,12/19/16 16:39,17141527,1280909983,0,74,258,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099710,SRX2416466,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854032,SAMN06133042,simple,9615,Canis lupus familiaris,GSM2425167,,,,,,,no,,,,,GEO,SRA502510,,public,B893040390EC4DC7CD5E6CD7DCC9D58A,3645F0448B522E08D591AA5D2AFA36B8,FALSE,,,
SRR5099711,10/30/17 19:11,12/19/16 16:39,17470552,1301212018,0,74,260,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099711,SRX2416467,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854033,SAMN06133041,simple,9615,Canis lupus familiaris,GSM2425168,,,,,,,no,,,,,GEO,SRA502510,,public,B4A01FD51E924909498FF89AC1D5BC4C,52AA5F5DF9113211396DD40E733772D5,FALSE,,,
SRR5099712,10/30/17 19:11,12/19/16 16:39,17149118,1281129578,0,74,254,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099712,SRX2416468,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854035,SAMN06133040,simple,9615,Canis lupus familiaris,GSM2425169,,,,,,,no,,,,,GEO,SRA502510,,public,4740E044E1B7386576545D3CB7AE5046,3F2F5A415DCECA72CA6BC2192BEEBDD5,FALSE,,,
SRR5099713,10/30/17 19:11,12/19/16 16:40,18002976,1344169785,0,74,266,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099713,SRX2416469,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854034,SAMN06133039,simple,9615,Canis lupus familiaris,GSM2425170,,,,,,,no,,,,,GEO,SRA502510,,public,F857B5CA5327C11293006D702EC78FB5,B090AE4CC0122FC70F8B1F939033A451,FALSE,,,
SRR5099714,10/30/17 19:11,12/19/16 16:46,45656260,3411520805,0,74,688,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099714,SRX2416470,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854036,SAMN06133038,simple,9615,Canis lupus familiaris,GSM2425171,,,,,,,no,,,,,GEO,SRA502510,,public,35A70173FA20EA04C4C54D7474A37075,0ED8737B4CE61F25148E288E7609D324,FALSE,,,
SRR5099715,10/30/17 19:11,12/19/16 16:52,46074595,3442398439,0,74,717,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099715,SRX2416471,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854037,SAMN06133037,simple,9615,Canis lupus familiaris,GSM2425172,,,,,,,no,,,,,GEO,SRA502510,,public,8F4A955C9A3DB43B5B9E363BBBF1D73D,D5FC3C12496E9697CC7D42EF78FAD249,FALSE,,,
SRR5099716,10/30/17 19:11,12/19/16 16:46,34244681,2558970058,0,74,548,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099716,SRX2416472,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854038,SAMN06133036,simple,9615,Canis lupus familiaris,GSM2425173,,,,,,,no,,,,,GEO,SRA502510,,public,738C57669ACBAD60722579387C42083A,D1AD26655F5BEF992CC75EB4EF8FFC09,FALSE,,,
SRR5099717,10/30/17 19:11,12/19/16 16:58,35786065,2673658654,0,74,555,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099717,SRX2416473,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854039,SAMN06133035,simple,9615,Canis lupus familiaris,GSM2425174,,,,,,,no,,,,,GEO,SRA502510,,public,611E6BC1A6BB78154830607336C70418,49DC7BA3984CA0FA3809EF2D53153057,FALSE,,,
SRR5099718,10/30/17 19:11,12/19/16 16:41,23186458,1732071916,0,74,324,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099718,SRX2416474,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854040,SAMN06133034,simple,9615,Canis lupus familiaris,GSM2425175,,,,,,,no,,,,,GEO,SRA502510,,public,E470A7CA9EB560A6005A5FFF497BAEBA,1D78ED6E49DA63A19C2AABCE6197363C,FALSE,,,
SRR5099719,10/30/17 19:11,12/19/16 16:45,33778492,2523243139,0,74,549,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099719,SRX2416475,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854042,SAMN06133033,simple,9615,Canis lupus familiaris,GSM2425176,,,,,,,no,,,,,GEO,SRA502510,,public,60FAEC791B7F0121E7F2D127DE1FEA67,FF9D297B8839EE82C6E479A9BDF5480F,FALSE,,,
SRR5099720,10/30/17 19:11,12/19/16 16:40,15323595,1144842355,0,74,227,GCF_000002285.3,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004980/SRR5099720,SRX2416476,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094969,PRJNA357092,2,357092,SRS1854041,SAMN06133032,simple,9615,Canis lupus familiaris,GSM2425177,,,,,,,no,,,,,GEO,SRA502510,,public,B589FD3283C5735D51549FF2F4F66A8F,FCD4C7C0D394E8311051D4132ED55B84,FALSE,,,
SRR5100756,10/11/17 13:40,12/13/16 11:15,33040919,2511109844,0,76,821,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004981/SRR5100756,SRX2417265,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP095019,PRJNA357240,2,357240,SRS1854608,SAMN06134810,simple,9615,Canis lupus familiaris,GSM2425628,,,,,,,no,,,,,GEO,SRA502786,,public,6B9F8FF5F1CED007F9B38C747ED3621D,16EDC8570A38340DF502AD9A2AC74984,FALSE,,,
SRR5100757,10/11/17 13:40,12/13/16 11:21,37351281,2838697356,0,76,960,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004981/SRR5100757,SRX2417266,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP095019,PRJNA357240,2,357240,SRS1854609,SAMN06134809,simple,9615,Canis lupus familiaris,GSM2425629,,,,,,,no,,,,,GEO,SRA502786,,public,AFBD2084C417F216A36FC556F3DF9E6A,F05DFD4B1B83E2BE4F4DE02FD76341D2,FALSE,,,
SRR5100758,10/11/17 13:40,12/13/16 11:20,33469224,2543661024,0,76,846,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004981/SRR5100758,SRX2417267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP095019,PRJNA357240,2,357240,SRS1854610,SAMN06134808,simple,9615,Canis lupus familiaris,GSM2425630,,,,,,,no,,,,,GEO,SRA502786,,public,AFBBEA84AD0CC35186D3D5204B134D3A,0BF4F5A21700265E2FAE784DF8264613,FALSE,,,
SRR5100759,10/11/17 13:40,12/13/16 11:18,33080095,2514087220,0,76,832,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004981/SRR5100759,SRX2417268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP095019,PRJNA357240,2,357240,SRS1854611,SAMN06134807,simple,9615,Canis lupus familiaris,GSM2425631,,,,,,,no,,,,,GEO,SRA502786,,public,590ACC7A3B8C5D47EE33DD43CF61C3B5,3D546CF4A01C374022A2121AC677BE37,FALSE,,,
SRR5100760,10/11/17 13:40,12/13/16 11:29,33171648,2521045248,0,76,832,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004981/SRR5100760,SRX2417269,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP095019,PRJNA357240,2,357240,SRS1854612,SAMN06134806,simple,9615,Canis lupus familiaris,GSM2425632,,,,,,,no,,,,,GEO,SRA502786,,public,81132F39C2AF3C9FDFA5941AEF85D5F6,6E798E8D5626B6790CE9E6116686C481,FALSE,,,
SRR5100761,10/11/17 13:40,12/13/16 11:16,33613506,2554626456,0,76,846,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004981/SRR5100761,SRX2417270,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP095019,PRJNA357240,2,357240,SRS1854613,SAMN06134805,simple,9615,Canis lupus familiaris,GSM2425633,,,,,,,no,,,,,GEO,SRA502786,,public,D955AF850F7EFFDE2F9F1BA769863362,4ACB668EFC3A0B57D0A7528057E4B691,FALSE,,,
SRR5100762,10/11/17 13:40,12/13/16 11:15,31217355,2372518980,0,76,778,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004981/SRR5100762,SRX2417271,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP095019,PRJNA357240,2,357240,SRS1854614,SAMN06134804,simple,9615,Canis lupus familiaris,GSM2425634,,,,,,,no,,,,,GEO,SRA502786,,public,0B4A8020DC124C4A4D94D1D4F77C853F,A22635EB1A0FB40894C6D95A920E37B1,FALSE,,,
SRR5100763,10/11/17 13:40,12/13/16 11:19,36866835,2801879460,0,76,921,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004981/SRR5100763,SRX2417272,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP095019,PRJNA357240,2,357240,SRS1854615,SAMN06134803,simple,9615,Canis lupus familiaris,GSM2425635,,,,,,,no,,,,,GEO,SRA502786,,public,5F4F49DA02A2395B74BC720FBFE63555,C7468726D7843CAD637B4530B536F353,FALSE,,,
SRR5115130,4/13/17 14:15,12/15/16 16:54,27369798,1368489900,0,50,220,GCA_000001635.1,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004995/SRR5115130,SRX2430577,,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067744,PRJNA306857,2,306857,SRS1866488,SAMN06146286,simple,10090,Mus musculus,GSM2430399,,,,,,,no,,,,,GEO,SRA322588,,public,B793F08346EACC1A753B267CF2483294,DA8985AA22C88A7F3FF92533496BB039,FALSE,,,
SRR5123141,12/23/16 16:02,12/21/16 7:27,11663631,1733648957,11663631,148,750,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005003/SRR5123141,SRX2438155,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP095449,PRJNA358315,,358315,SRS1872712,SAMN06169762,simple,9606,Homo sapiens,GSM2434317,,,,,,,no,,,,,GEO,SRA506127,,public,72C0FB99A88D443E37AD747B4B65FC49,BAD8D13B84493936DCEB50FEB9D1B9DB,FALSE,,,
SRR5123142,12/23/16 16:02,12/21/16 7:22,7360506,1094549146,7360506,148,472,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005003/SRR5123142,SRX2438156,,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP095449,PRJNA358315,,358315,SRS1872713,SAMN06169761,simple,9606,Homo sapiens,GSM2434318,,,,,,,no,,,,,GEO,SRA506127,,public,037959DDB32B9BE4F4B3EFF895DE35D3,1D4D0048F968350B22D806D434D2D5CE,FALSE,,,
SRR513507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuda2012,,
SRR513508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuda2012,,
SRR513509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuda2012,,
SRR513510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuda2012,,
SRR5144906,2/7/17 16:46,1/4/17 14:18,5477160,547716000,5477160,100,252,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144906,SRX2463366,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096029,PRJNA360121,2,360121,SRS1895921,SAMN06203303,simple,10090,Mus musculus,GSM2445177,,,,,,,no,,,,,GEO,SRA519584,,public,98925128B85B1938780424105AA92F0A,EC16767B8C0F96519E9F2E1EBB3F60FF,FALSE,,,
SRR5144907,2/7/17 16:46,1/4/17 14:27,25775372,2577537200,25775372,100,1769,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144907,SRX2463366,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096029,PRJNA360121,2,360121,SRS1895921,SAMN06203303,simple,10090,Mus musculus,GSM2445177,,,,,,,no,,,,,GEO,SRA519584,,public,D3AA01899066E7F68222AA68E27BB85D,D11E9B6EF45D80FB14C8A83B9D301F64,FALSE,,,
SRR5144908,2/7/17 16:46,1/4/17 15:08,77559887,7755988700,77559887,100,2288,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144908,SRX2463366,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096029,PRJNA360121,2,360121,SRS1895921,SAMN06203303,simple,10090,Mus musculus,GSM2445177,,,,,,,no,,,,,GEO,SRA519584,,public,0F096FD1A484AE5E0DEDD38520F0C3B8,C46739A631724A0EB3A8DE461E2854A5,FALSE,,,
SRR5144909,2/7/17 16:46,1/4/17 14:18,2805510,280551000,2805510,100,130,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144909,SRX2463367,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096029,PRJNA360121,2,360121,SRS1895922,SAMN06203357,simple,10090,Mus musculus,GSM2445178,,,,,,,no,,,,,GEO,SRA519584,,public,13A258505F73736E39067DC99ED044B3,989F81A2D03897C0E646BC19CF643CAB,FALSE,,,
SRR5144910,2/7/17 16:46,1/4/17 14:23,11564127,1156412700,11564127,100,799,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144910,SRX2463367,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096029,PRJNA360121,2,360121,SRS1895922,SAMN06203357,simple,10090,Mus musculus,GSM2445178,,,,,,,no,,,,,GEO,SRA519584,,public,8C984D8C9A20C2302F4B57F05555CEBF,5159BD07C53998683A4E8DE66C79A149,FALSE,,,
SRR5144911,2/7/17 16:46,1/4/17 14:46,31705426,3170542600,31705426,100,944,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144911,SRX2463367,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096029,PRJNA360121,2,360121,SRS1895922,SAMN06203357,simple,10090,Mus musculus,GSM2445178,,,,,,,no,,,,,GEO,SRA519584,,public,1BEF72ED7208D66510E3FA8C1E9278D1,BDCFD77687AC07FE14A3B50090E2BA80,FALSE,,,
SRR5144912,2/7/17 16:46,1/4/17 14:18,3696979,369697900,3696979,100,171,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144912,SRX2463368,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096029,PRJNA360121,2,360121,SRS1895923,SAMN06203356,simple,10090,Mus musculus,GSM2445179,,,,,,,no,,,,,GEO,SRA519584,,public,F9062CFCEE37EE62D34504D4630E3A73,9C2E32A233140115531F7EC16B067905,FALSE,,,
SRR5144913,2/7/17 16:46,1/4/17 14:30,18069542,1806954200,18069542,100,1245,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144913,SRX2463368,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096029,PRJNA360121,2,360121,SRS1895923,SAMN06203356,simple,10090,Mus musculus,GSM2445179,,,,,,,no,,,,,GEO,SRA519584,,public,B1CB6A30BEDBB5A060168CB73C078E64,D738806166ACDD17CD007A85EA455DD1,FALSE,,,
SRR5144914,2/7/17 16:46,1/4/17 14:52,54565948,5456594800,54565948,100,1618,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144914,SRX2463368,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096029,PRJNA360121,2,360121,SRS1895923,SAMN06203356,simple,10090,Mus musculus,GSM2445179,,,,,,,no,,,,,GEO,SRA519584,,public,ABA15B5F69606D1E39A845A5A1709E27,F7D42666AE0AD04170CBD67F1ED8F86B,FALSE,,,
SRR5144915,2/7/17 16:46,1/4/17 14:18,3063791,306379100,3063791,100,140,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005024/SRR5144915,SRX2463369,,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096029,PRJNA360121,2,360121,SRS1895924,SAMN06203355,simple,10090,Mus musculus,GSM2445180,,,,,,,no,,,,,GEO,SRA519584,,public,E0D7064BF76541C79D60C5B96EDC82C0,2739D6409E1AB529FE5810DA52912F14,FALSE,,,
